rang,titre,sous_titre,auteurs,editeur,collection,isbn,format,prix,date,url_livre,url_couverture,score_titre,confiance_titre,justif_titre,score_description,confiance_description,source_incomplete,justif_description,ecart_titre_description,source_notation
821,La gouvernance augmentée : Combiner intelligence humaine et intelligence artificielle,,Eric Georget,Librinova,,9791040596011,Grand format,19.00 €,8 Décembre 2025,https://www.librel.be/livre/9791040596011-la-gouvernance-augmentee-combiner-intelligence-humaine-et-intelligence-artificielle-eric-georget/,https://images.epagine.fr/011/9791040596011_1_m.jpg,0,3,"« Augmentée », « combiner » : positif, collaboration.",0,3,non,"IA présentée comme augmentant le dirigeant, vigilance éthique en passant.",0,agent
822,L'IA démystifiée : Déployez tout le potentiel de l'intelligence artificielle au travail,,Antonio Weiss,Pearson,,9782744069154,Grand format,28.00 €,2 Octobre 2026,https://www.librel.be/livre/9782744069154-l-ia-demystifiee-deployez-tout-le-potentiel-de-l-intelligence-artificielle-au-travail-antonio-weiss/,https://images.epagine.fr/154/9782744069154_1_m.jpg,0,3,"« Démystifiée », « potentiel » : rassurant, positif.",1,3,non,"Menace sur le travail évoquée puis pivot vers profits, ton pratique dominant.",-1,agent
824,Le guide de l'intelligence artificielle au travail,,Franca Salis-madinier,Eyrolles,,9782416004766,Grand format,25.00 €,6 Janvier 2022,https://www.librel.be/livre/9782416004766-le-guide-de-l-intelligence-artificielle-au-travail-franca-salis-madinier/,https://images.epagine.fr/766/9782416004766_1_m.jpg,0,3,"Neutre, guide pratique au travail.",3,2,non,"Liste concrète de menaces aux droits et libertés ; guide juridique de défense, cadrage ouvert.",-3,agent
825,Intelligence artificielle en santé - Tome2,,Hugues Berry,Fondation Ipsen BookLab,,9782384273270,ebook (ePub),Gratuit,3 Septembre 2026,https://www.librel.be/ebook/9782384273270-intelligence-artificielle-en-sante-tome2-hugues-berry/,https://images.epagine.fr/270/9782384273270_1_m.jpg,0,3,"Neutre, ouvrage santé.",1,2,non,Dichotomie guérir/danger posée puis démêlée par une explication équilibrée.,-1,agent
826,L'intelligence artificielle de mon banquier !,,Jean-Marc Plantiveau,Books on Demand,,9782955384800,Grand format,5.99 €,26 Février 2018,https://www.librel.be/livre/9782955384800-l-intelligence-artificielle-de-mon-banquier-jean-marc-plantiveau/,https://images.epagine.fr/800/9782955384800_1_m.jpg,0,3,"Neutre, ton léger personnel.",0,2,non,"Robots de trading décrits factuellement, sans thèse de menace.",0,agent
827,Les intelligences artificielles au prisme de la justice sociale / Considering Artificial Intelligence Through the Lens of Social Justice,,"Collectif, Karine Gentelet",Hermann,,9791037030436,Grand format,35.15 €,29 Novembre 2023,https://www.librel.be/livre/9791037030436-les-intelligences-artificielles-au-prisme-de-la-justice-sociale-considering-artificial-intelligence-through-the-lens-of-social-justice-collectif-karine-gentelet/,https://images.epagine.fr/436/9791037030436_1_m.jpg,0,3,"Neutre, cadre académique justice sociale.",0,3,non,"Réflexion académique multidisciplinaire sur justice sociale et IA, équilibrée.",0,agent
828,Je suis : Portrait d'une Intelligence Artificielle,,Antony Oms,Le Lys Bleu,,9791042230692,Grand format,15.05 €,2 Mai 2024,https://www.librel.be/livre/9791042230692-je-suis-portrait-d-une-intelligence-artificielle-antony-oms/,https://images.epagine.fr/692/9791042230692_1_m.jpg,0,3,"Neutre, portrait littéraire/philosophique.",0,2,non,"Exploration introspective des désirs et craintes d'une IA, ton curieux neutre.",0,agent
829,Lorsque mon boss sera une intelligence artificielle ; manager et travailler à l'ère de l'intelligence artificielle,,Jean-Pierre Couturier,Va Press,,9782360930128,Grand format,18.00 €,12 Septembre 2019,https://www.librel.be/livre/9782360930128-lorsque-mon-boss-sera-une-intelligence-artificielle-manager-et-travailler-a-l-ere-de-l-intelligence-artificielle-jean-pierre-couturier/,https://images.epagine.fr/128/9782360930128_1_m.jpg,2,2,"« Mon boss sera une IA » : scénario incertain, non dramatique.",1,3,non,"Rejette explicitement le récit de destruction façon Terminator, discours constructif.",1,agent
830,Revue d'intelligence artificielle RSTI série RIA nolume 31 n° 6/novembre-décembre 2017,,Collectif,Hermès Science Publications,,9782746248311,Grand format,82.00 €,8 Janvier 2018,https://www.librel.be/livre/9782746248311-revue-d-intelligence-artificielle-rsti-serie-ria-nolume-31-n-6-novembre-decembre-2017-collectif/,https://images.epagine.fr/311/9782746248311_1_m.jpg,0,3,"Neutre, revue académique.",0,3,non,"Sommaire académique technique systèmes multi-agents, neutre.",0,agent
831,La face cachée de l'intelligence artificielle ; quand la réalité dépasse la fiction,,Boussad Addad,Va Press,Guerre De L'Information,9782360930883,Grand format,28.00 €,3 Septembre 2020,https://www.librel.be/livre/9782360930883-la-face-cachee-de-l-intelligence-artificielle-quand-la-realite-depasse-la-fiction-boussad-addad/,https://images.epagine.fr/883/9782360930883_1_m.jpg,3,2,« Face cachée » et « dépasse la fiction » : angle négatif net.,4,2,non,"Manipulation d'opinion, scandale Cambridge Analytica, monopoles : thèse développée.",-1,agent
834,La dette de compétence : Transfert de compétences à l'heure de l'intelligence artificielle,,Johan Quilbeuf,Books on Demand,,9782322661527,Grand format,15.99 €,5 Août 2026,https://www.librel.be/livre/9782322661527-la-dette-de-competence-transfert-de-competences-a-l-heure-de-l-intelligence-artificielle-johan-quilbeuf/,https://images.epagine.fr/527/9782322661527_1_m.jpg,2,2,"« Dette de compétence » : métaphore de perte, non dramatique.",4,2,non,"Dette de compétence développée en thèse centrale, résolue vers renforcement du métier.",-2,agent
835,La grande illusion du monde numérique : Notre avenir à l'heure de la robotique et de l'intelligence artificielle,,Christian Aghroum,Va Press,Indiscipliné,9791093240787,Grand format,14.00 €,25 Octobre 2018,https://www.librel.be/livre/9791093240787-la-grande-illusion-du-monde-numerique-notre-avenir-a-l-heure-de-la-robotique-et-de-l-intelligence-artificielle-christian-aghroum/,https://images.epagine.fr/787/9791093240787_1_m.jpg,3,2,"« Grande illusion » = déception nette, tempérée par « notre avenir ».",3,2,non,"Questions ouvertes sur robotisation et place de l'humain, pas de verdict tranché.",0,agent
836,Revue d'intelligence artificielle volume 32 n°1 ; janvier-février 2018 ; réseaux bayésiens et modèles probabilistes,,Collectif,Hermès Science Publications,,9782746248373,Revue,83.00 €,1 Mars 2018,https://www.librel.be/livre/9782746248373-revue-d-intelligence-artificielle-volume-32-n-1-janvier-fevrier-2018-reseaux-bayesiens-et-modeles-probabilistes-collectif/,https://images.epagine.fr/373/9782746248373_1_m.jpg,0,3,"Revue technique neutre, réseaux bayésiens.",0,3,non,"Sommaire technique de recherche académique, aucun enjeu négatif.",0,agent
837,Le dernier salaire - l'intelligence artificielle et la fin du pacte social,,Colmant Bruno,Anthemis,,9782807217676,Grand format,26.00 €,3 Novembre 2026,https://www.librel.be/livre/9782807217676-le-dernier-salaire-l-intelligence-artificielle-et-la-fin-du-pacte-social-colmant-bruno/,https://images.epagine.fr/no_image.png,5,3,« Dernier salaire » et « fin du pacte social » : perte frontale.,0,1,oui,Description vide.,5,agent
838,Intelligence Artificielle et Prévisions dans la Chaîne Logistique,,Said Benkachcha,Editions Universitaires Europeennes,,9786202274456,Grand format,64.90 €,1 Février 2018,https://www.librel.be/livre/9786202274456-intelligence-artificielle-et-previsions-dans-la-chaine-logistique-said-benkachcha/,https://images.epagine.fr/456/9786202274456_1_m.jpg,0,3,"Neutre, technique, logistique.",0,3,non,"Présentation technique de méthodes de prévision par IA, neutre.",0,agent
839,Je t'aime moi non plus : amour et haine entre l'intelligence artificielle et les humains,,Nicole Leveque,Bookelis,,9791035982775,Grand format,11.50 €,10 Juillet 2023,https://www.librel.be/livre/9791035982775-je-t-aime-moi-non-plus-amour-et-haine-entre-l-intelligence-artificielle-et-les-humains-nicole-leveque/,https://images.epagine.fr/775/9791035982775_1_m.jpg,2,2,"« Haine » présent mais équilibré par « amour », ambivalent.",0,2,non,"Fiction sentimentale ; noirceur portée par personnages humains, pas par l'IA.",2,agent
841,Mettre en oeuvre le règlement sur l'intelligence artificielle dans l'entreprise,,"Michail Alkeos, Marine Brogli, Alice Vitard, Jean-Luc Sauron",Dalloz,Dalloz Référence,9782247252527,Grand format,82.00 €,3 Décembre 2026,https://www.librel.be/livre/9782247252527-mettre-en-oeuvre-le-reglement-sur-l-intelligence-artificielle-dans-l-entreprise-michail-alkeos-marine-brogli-alice-vitard-jean-luc-sauron/,https://images.epagine.fr/no_image.png,0,3,"Neutre, pratique, règlementaire.",0,3,non,"Guide juridique pratique sur le règlement IA, ton informatif neutre.",0,agent
843,L'entreprise et l'intelligence artificielle Tome 21 : les réponses du droit,,Alexandra Mendoza-Caminade,Ifr,Les Travaux De L'Ifr,9782361702618,Grand format,40.00 €,13 Septembre 2022,https://www.librel.be/livre/9782361702618-l-entreprise-et-l-intelligence-artificielle-tome-21-les-reponses-du-droit-alexandra-mendoza-caminade/,https://images.epagine.fr/618/9782361702618_1_m.jpg,0,3,"Neutre, juridique.",0,3,non,"Restitution académique d'un colloque juridique, purement descriptive.",0,agent
844,"Dialogues avec l'intelligence artificielle : Dieu, Poutine et les autres",,Charles Henri,Bookelis,,9791042424565,Grand format,14.95 €,21 Février 2024,https://www.librel.be/livre/9791042424565-dialogues-avec-l-intelligence-artificielle-dieu-poutine-et-les-autres-charles-henri/,https://images.epagine.fr/565/9791042424565_1_m.jpg,1,2,"Curieux (« Dieu, Poutine ») mais aucun mot de menace direct.",1,2,non,IA « critiquée et redoutée » puis présentée comme outil de réflexion utile.,0,agent
846,Ombres et lumières de l'intelligence artificielle,,Philippe Le Tourneau,Dalloz,,9782247252541,Grand format,32.00 €,8 Octobre 2026,https://www.librel.be/livre/9782247252541-ombres-et-lumieres-de-l-intelligence-artificielle-philippe-le-tourneau/,https://images.epagine.fr/541/9782247252541_1_m.jpg,2,2,"« Ombres » modéré, équilibré par « lumières ».",0,3,non,"Essai académique sur droit et IA, ton interrogatif neutre.",2,agent
848,L'intelligence artificielle va-t-elle nous tuer ?,,Jean-Claude Bourret,Jdh,,9791091879231,Poche,5.95 €,15 Novembre 2017,https://www.librel.be/livre/9791091879231-l-intelligence-artificielle-va-t-elle-nous-tuer-jean-claude-bourret/,https://images.epagine.fr/231/9791091879231_1_m.jpg,5,3,"« Va-t-elle nous tuer » : mort explicite, question frontale.",4,2,non,"« Fin prochaine de l'humanité » annoncée, sujet grave traité sous l'humour.",1,agent
849,Découvrir l'intelligence artificielle générative : ed 2026,,Patrice Rey,Books on Demand,,9782322656943,Grand format,19.90 €,6 Avril 2026,https://www.librel.be/livre/9782322656943-decouvrir-l-intelligence-artificielle-generative-ed-2026-patrice-rey/,https://images.epagine.fr/943/9782322656943_1_m.jpg,0,3,"Neutre, pédagogique.",0,3,non,"Guide pédagogique équilibré ; enjeux éthiques mentionnés brièvement, ton confiant.",0,agent
850,"Surveillance numérique de masse, intelligence artificielle et droits de l'homme",,Vincent Suhasini,Pantheon-Assas,Pensée Contemporaine,9782376510871,Grand format,25.00 €,15 Décembre 2026,https://www.librel.be/livre/9782376510871-surveillance-numerique-de-masse-intelligence-artificielle-et-droits-de-l-homme-vincent-suhasini/,https://images.epagine.fr/no_image.png,4,2,« Surveillance numérique de masse » : contrôle explicite et central.,0,3,non,"Analyse juridique académique de l'IA générative, purement descriptive.",4,agent
851,INTELLIGENCE HUMAINE ET INTELLIGENCE ARTIFICIELLE,,Jean Jacques Pluchar,Eska,,9782747232579,Grand format,29.00 €,10 Mars 2022,https://www.librel.be/livre/9782747232579-intelligence-humaine-et-intelligence-artificielle-jean-jacques-pluchar/,https://images.epagine.fr/579/9782747232579_1_m.jpg,0,3,"Neutre, comparatif académique.",0,1,oui,Description vide.,0,agent
852,L'Intelligence artificielle en infographies,,Tom Jackson,Éditions First,,9782412109373,Grand format,22.95 €,5 Novembre 2026,https://www.librel.be/livre/9782412109373-l-intelligence-artificielle-en-infographies-tom-jackson/,https://images.epagine.fr/373/9782412109373_1_m.jpg,0,3,"Neutre, format infographique.",0,2,non,Guide visuel neutre ; « bonne ou mauvaise chose » n'est qu'un titre de chapitre.,0,agent
853,GuerilIA : Mener la bataille culturelle de l'intelligence artificielle,,Christophe Payet,Le Seuil,,9782021631500,Grand format,18.50 €,18 Septembre 2026,https://www.librel.be/livre/9782021631500-guerilia-mener-la-bataille-culturelle-de-l-intelligence-artificielle-christophe-payet/,https://images.epagine.fr/500/9782021631500_1_m.jpg,4,2,« Guérilla » + « bataille culturelle » : métaphore de guerre explicite.,5,3,non,"IA « bras armé » du technofascisme, arme d'oppression : thèse centrale.",-1,agent
854,"Déployer l'intelligence artificielle en entreprise : Adoption, gouvernance et exploitation des données",,Charles Vissol,Eni,Datapro,9782409056420,Grand format,35.00 €,9 Décembre 2026,https://www.librel.be/livre/9782409056420-deployer-l-intelligence-artificielle-en-entreprise-adoption-gouvernance-et-exploitation-des-donnees-charles-vissol/,https://images.epagine.fr/no_image.png,0,2,"« Exploitation des données » technique, neutre en contexte entreprise.",0,3,non,"Guide technique de gouvernance IA en entreprise, purement pratique.",0,agent
855,Taxer les robots ; aider l'économie à s'adapter à l'usage de l'intelligence artificielle,,Xavier Oberson,Larcier,,9782807921399,Grand format,87.00 €,22 Juin 2020,https://www.librel.be/livre/9782807921399-taxer-les-robots-aider-l-economie-a-s-adapter-a-l-usage-de-l-intelligence-artificielle-xavier-oberson/,https://images.epagine.fr/399/9782807921399_1_m.jpg,2,2,"« Taxer les robots » évoque un risque économique, ton constructif.",2,2,non,Emploi menacé mentionné comme motif d'une proposition fiscale pragmatique.,0,agent
856,Les Techno prophètes : L'intelligence artificielle face aux limites planétaires,,"Philippe Bihouix, Vincent Perriot",Casterman,Bd Ado-Adultes,9782203302501,Grand format,29.00 €,28 Octobre 2026,https://www.librel.be/livre/9782203302501-les-techno-prophetes-l-intelligence-artificielle-face-aux-limites-planetaires-philippe-bihouix-vincent-perriot/,https://images.epagine.fr/no_image.png,2,2,"« Limites planétaires » : risque modéré, non dramatique.",3,2,non,"Épuisement des ressources et dégradation environnementale réels, exploration analytique ouverte.",-1,agent
857,L'Évangile selon Big Tech : Manifeste pour une intelligence spirituelle à l'heure de l'intelligence artificielle,,Gregory Aimar,Librinova,,9791040557975,Grand format,14.95 €,23 Juillet 2024,https://www.librel.be/livre/9791040557975-l-evangile-selon-big-tech-manifeste-pour-une-intelligence-spirituelle-a-l-heure-de-l-intelligence-artificielle-gregory-aimar/,https://images.epagine.fr/no_image.png,1,2,Critique implicite (« Évangile selon Big Tech ») sans mot de menace.,2,2,non,Risques connus listés en contexte ; question spirituelle finale reste ouverte.,-1,agent
858,L'INTELLIGENCE ARTIFICIELLE : REFLEXION POUR UNE ETHIQUE RESPONSABLE,,Montagnon Pascal,Ma,,9782822406178,Grand format,20.00 €,12 Mars 2020,https://www.librel.be/livre/9782822406178-l-intelligence-artificielle-reflexion-pour-une-ethique-responsable-montagnon-pascal/,https://images.epagine.fr/178/9782822406178_1_m.jpg,0,3,"Neutre, éthique responsable.",0,1,oui,Description vide.,0,agent
